iter	MultiClass
443	0.03419742569
444	0.03408419083
445	0.03404328073
446	0.03399149073
447	0.03388920291
448	0.03379524728
449	0.03371015722
450	0.0336334809
451	0.03354302191
452	0.03340053706
453	0.03331473358
454	0.0331993019
455	0.0330968969
456	0.03302908761
457	0.03295168116
458	0.03285818831
459	0.03284277982
460	0.03280784188
461	0.03265344901
462	0.03262540219
463	0.03252321383
464	0.03243684614
465	0.03234024862
466	0.03229921654
467	0.03223538516
468	0.03212645311
469	0.03203303237
470	0.03196409445
471	0.03186826569
472	0.03182092985
473	0.03177903284
474	0.03170911962
475	0.03159249059
476	0.03153642482
477	0.03146710727
478	0.03140145666
479	0.03133860942
480	0.03127447282
481	0.03119593698
482	0.03117474561
483	0.03112748243
484	0.03106519644
485	0.03101908042
486	0.03088036414
487	0.03070319774
488	0.03065472385
489	0.03059187588
490	0.03052983857
491	0.03045730187
492	0.03039567169
493	0.03032754404
494	0.03025399634
495	0.03019472193
496	0.03012937803
497	0.03009979652
498	0.03002955844
499	0.02992216603
