iter	MultiClass
0	1.35447297
1	1.310491397
2	1.267610067
3	1.228199504
4	1.193360224
5	1.101261516
6	1.053144152
7	1.032101136
8	0.9936015617
9	0.9617533695
10	0.9264600071
11	0.8661252446
12	0.8464736
13	0.8228903612
14	0.7868190564
15	0.7684142395
16	0.7410697563
17	0.719200239
18	0.6929995423
19	0.6619683106
20	0.6367338561
21	0.6193924585
22	0.6003449924
23	0.5885868463
24	0.5691520418
25	0.5465147584
26	0.5250132669
27	0.5033591501
28	0.4914384728
29	0.4778452645
30	0.4657315052
31	0.455739327
32	0.4355718804
33	0.4209464239
34	0.4130505271
35	0.4028489457
36	0.3879908253
37	0.3751139747
38	0.3656863989
39	0.3614367333
40	0.3536233158
41	0.3417787118
42	0.3337600512
43	0.3272076048
44	0.3204175063
45	0.3123101019
46	0.3078223833
47	0.3053179209
48	0.2979637989
49	0.2920762352
50	0.2879763765
51	0.2825479803
52	0.2756558913
53	0.2701138787
54	0.2658062301
55	0.2626139445
56	0.258212394
57	0.2520745354
58	0.2501680734
59	0.2467177246
60	0.2417053105
61	0.2379969492
62	0.2366946364
63	0.2342470379
64	0.2305393448
65	0.2274550805
66	0.2244403143
67	0.2217001139
68	0.2211064141
69	0.2176931769
70	0.2170851896
71	0.2145970977
72	0.213983886
73	0.2113462471
74	0.209341492
75	0.2075463257
76	0.2055921346
77	0.2028718708
78	0.1999565501
79	0.1992488319
80	0.1971467565
81	0.1955814005
82	0.1952970512
83	0.193277428
84	0.1914199905
85	0.1892800439
86	0.1885981053
87	0.1869004218
88	0.1867006651
89	0.1846353138
90	0.1823298628
91	0.1805570791
92	0.1781798598
93	0.1775266554
94	0.1757374018
95	0.1726133315
96	0.1721194493
97	0.1709193947
98	0.1693598899
99	0.1678634574
100	0.1652344278
101	0.1637990157
102	0.1634755452
103	0.1620893815
104	0.1594535997
105	0.1586028976
106	0.1568071757
107	0.1553954642
108	0.154099754
109	0.1537953571
110	0.1528921992
111	0.1516067712
112	0.1510825357
113	0.149714603
114	0.1492049196
115	0.1471828321
116	0.1459274188
117	0.1451929076
118	0.1446558962
119	0.1444449847
120	0.14331362
121	0.1421060646
122	0.1413207779
123	0.1400177416
124	0.1398045744
125	0.1392479926
126	0.1382317981
127	0.1363979187
128	0.1343912744
129	0.1332426975
130	0.1327411733
131	0.1325022656
132	0.1315422831
133	0.1303699707
134	0.1295158432
135	0.1284644478
136	0.1272415933
137	0.1269952235
138	0.1259047299
139	0.1244352502
140	0.123593374
141	0.1226529148
142	0.1214748867
143	0.1205606768
144	0.1202123005
145	0.11955762
146	0.1192478471
147	0.1188246575
148	0.117956861
149	0.1169216078
150	0.1162257944
151	0.1155210359
152	0.1147714263
153	0.1140275818
154	0.1126120499
155	0.1111685476
156	0.1108497977
157	0.1098700343
158	0.1091819902
159	0.1083348018
160	0.1076315563
161	0.1065230162
162	0.1063298918
163	0.10531341
164	0.1047193454
165	0.1033941436
166	0.1032455442
167	0.1024358008
168	0.101712494
169	0.1012635527
170	0.100648066
171	0.1000913708
172	0.0994682745
173	0.09869005237
174	0.09813152752
175	0.09736505554
176	0.09672351313
177	0.09569579716
178	0.09466780701
179	0.09381083588
180	0.09363747496
181	0.09348384386
182	0.09269723649
183	0.09225483452
184	0.09204441898
185	0.09140767746
186	0.09071188754
187	0.09042673029
188	0.08984844685
189	0.08972807273
190	0.08953731898
191	0.08871860623
192	0.08808095157
193	0.0874898754
194	0.08723105704
195	0.08674141521
196	0.08654037806
197	0.08602840661
198	0.08563775784
199	0.08508834056
200	0.08467886277
201	0.08460638388
202	0.08413338426
203	0.08372466368
204	0.08309746096
205	0.08257288285
206	0.08184343514
207	0.08150877222
208	0.08083662252
209	0.08030982425
210	0.07986289518
211	0.07959648923
212	0.07922545087
213	0.07912122506
214	0.07880395093
215	0.07856267046
216	0.07804631612
217	0.07750926668
218	0.0769400542
219	0.07619424365
220	0.07613161499
221	0.07584964253
222	0.07568039009
223	0.0755194698
224	0.07504258674
225	0.07457339491
226	0.07427664909
227	0.07400863161
228	0.07365698469
229	0.07314555286
230	0.07308669928
231	0.07245549603
232	0.07212793566
233	0.0720008351
234	0.07166762359
235	0.0713250976
236	0.07103287036
237	0.07066294244
238	0.0704822749
239	0.07014683562
240	0.06992330111
241	0.06961845385
242	0.06900677975
243	0.06866655464
244	0.06802308104
245	0.06791462681
246	0.06758670795
247	0.06742567526
248	0.06731731602
249	0.06706732864
250	0.06663585192
251	0.06648826809
252	0.06616866747
253	0.06583976498
254	0.06566427005
255	0.06526236698
256	0.06496979226
257	0.0645641007
258	0.06429813237
259	0.0640635215
260	0.06387800049
261	0.06371641037
262	0.06343779903
263	0.06290144589
264	0.06265878855
265	0.06246619688
266	0.06211998645
267	0.06186111534
268	0.06158449559
269	0.06133694613
270	0.06101137094
271	0.06077749957
272	0.06069459677
273	0.06049824672
274	0.06036481447
275	0.05988826214
276	0.05975982137
277	0.05965857415
278	0.05939029707
279	0.05934842905
280	0.05913969994
281	0.05890890038
282	0.05869532207
283	0.05861218571
284	0.05838566371
285	0.05785791684
286	0.05750700675
287	0.0572721576
288	0.05721776841
289	0.05701917501
290	0.05684342211
291	0.05666514701
292	0.05639623419
293	0.05615957382
294	0.05585161915
295	0.05558336173
296	0.05516455468
297	0.05492966362
298	0.05481249481
299	0.05457996435
300	0.05444351347
301	0.05417916148
302	0.05400289384
303	0.05383248347
304	0.05370846851
305	0.05344913506
306	0.05320589238
307	0.05297778601
308	0.05278266122
309	0.05254846418
310	0.05235920562
311	0.05212513584
312	0.05193958675
313	0.05162067219
314	0.05143697028
315	0.0512647946
316	0.05119763293
317	0.05095232071
318	0.05079093059
319	0.05050691604
320	0.05031545305
321	0.05004711384
322	0.0499878358
323	0.04980984261
324	0.04958855011
325	0.04942490428
326	0.04909392105
327	0.04895556136
328	0.04874277939
329	0.04857583828
330	0.04841862092
331	0.04835176302
332	0.04816863952
333	0.04787437381
334	0.04773822704
335	0.04751818299
336	0.0473369707
337	0.04723803676
338	0.04709661594
339	0.04676317941
340	0.04668207342
341	0.04645045368
342	0.0463098337
343	0.04614262843
344	0.04596393222
345	0.04576875129
346	0.0456432263
347	0.04550527089
348	0.04534141291
349	0.04515824566
350	0.0450093987
351	0.04474979819
352	0.0446247337
353	0.04449732542
354	0.04442423058
355	0.04430144275
356	0.04407883527
357	0.0438434981
358	0.04372708918
359	0.04352148974
360	0.04336420469
361	0.04312111043
362	0.04299219229
363	0.04289597732
364	0.0427945861
365	0.04270028943
366	0.04250041437
367	0.04239156648
368	0.04222152695
369	0.04208504664
370	0.0419775177
371	0.04186595108
372	0.04171830232
373	0.04167749976
374	0.04157271027
375	0.04144699367
376	0.04132085479
377	0.0410946435
378	0.04097931001
379	0.04083873642
380	0.04062333162
381	0.04050198288
382	0.04036017169
383	0.040183419
384	0.04008563261
385	0.04004756494
386	0.03993409587
387	0.03990035551
388	0.03978773603
389	0.03970635999
390	0.03949855014
391	0.03937159318
392	0.03933193599
393	0.03913120002
394	0.03900467695
395	0.03893685952
396	0.03881422355
397	0.03861914729
398	0.03851745128
399	0.03849946893
400	0.03840403591
401	0.03837648184
402	0.03826000436
403	0.0381634855
404	0.03805196445
405	0.03795063231
406	0.03786569583
407	0.03774845876
408	0.03756390843
409	0.03743560998
410	0.03738637542
411	0.03730527754
412	0.03721517012
413	0.03712695982
414	0.03708965076
415	0.03691243653
416	0.03677118903
417	0.03663525324
418	0.03657065945
419	0.03653126225
420	0.03641873342
421	0.036321336
422	0.03623488409
423	0.03617703872
424	0.03608544421
425	0.03601937932
426	0.03587193278
427	0.03575886142
428	0.03567316869
429	0.0355877164
430	0.0354875138
431	0.03534447438
432	0.03526574169
433	0.03518588096
434	0.03512495787
435	0.03502821435
436	0.03497714527
437	0.03489082262
438	0.03472448726
439	0.0345980651
440	0.03449735367
441	0.03435920076
442	0.03430632081
